j,omega_j/au,Sj_11,Sj_21,Sj_12,Sj_22,Sj_13,Sj_23
33.0,1.7773319763023247e-05,0.0,69.33917258022227,49.03019913333949,64.52737092927391,0.0,0.0
34.0,1.86171820261915e-05,0.0,66.19623123617556,46.807803996092495,61.60253444263116,0.0,0.0
35.0,1.9493508386558608e-05,0.0,63.22039429400581,44.703569514578824,58.83320612435245,0.0,0.0
36.0,2.0404896972167805e-05,0.0,60.39664341617188,42.706876120480985,56.20540983654637,0.0,0.0
37.0,2.135427085437074e-05,0.0,57.71151329756137,40.80820240524325,53.70661470084604,0.0,0.0
38.0,2.2344934600806317e-05,0.0,55.15287058961781,38.998968795822854,51.32552936412761,0.0,0.0
39.0,2.338064369331479e-05,0.0,52.709724442878354,37.2714035880336,49.0519256884753,0.0,0.0
40.0,2.4465690490768092e-05,0.0,50.372062330992634,35.618426856596344,46.876485968215576,0.0,0.0
41.0,2.5605011706635488e-05,0.0,48.13070583570065,34.03354847971887,44.7906687227168,0.0,0.0
42.0,2.6804324204975067e-05,0.0,45.9771817766256,32.510777014098515,42.78658876914828,0.0,0.0
43.0,2.8070298569032843e-05,0.0,43.903604492875395,31.044536455444366,40.85690767316661,0.0,0.0
44.0,2.9410783797072298e-05,0.0,41.902565224882665,29.62958801962614,38.994730807118465,0.0,0.0
45.0,3.0835102335367636e-05,0.0,39.96702436619466,28.26095395318422,37.193507079032756,0.0,0.0
46.0,3.235444364481051e-05,0.0,38.090201763349214,26.933839963628017,35.446926845152134,0.0,0.0
47.0,3.3982398634855364e-05,0.0,36.26545905761044,25.643552022479444,33.74881241658052,0.0,0.0
48.0,3.5735700165897885e-05,0.0,34.48616595311026,24.385401802568897,32.09299360776579,0.0,0.0
49.0,3.7635272994636535e-05,0.0,32.74553864794268,23.15459243156644,30.473157379691052,0.0,0.0
50.0,3.970776260308189e-05,0.0,31.036432314020466,21.94607175308116,28.882654720620863,0.0,0.0
51.0,4.198783156433212e-05,0.0,29.351058162732894,20.754332261869198,27.314237346027575,0.0,0.0
52.0,4.452173798569922e-05,0.0,27.680574526708682,19.573121954975317,25.7596771572929,0.0,0.0
53.0,4.737316419994692e-05,0.0,26.014460025727498,18.39500109309828,24.209182906859336,0.0,0.0
54.0,5.0633241305776096e-05,0.0,24.339490314856793,17.210618652259534,22.65044795507422,0.0,0.0
55.0,5.443901339621291e-05,0.0,22.637943075902182,16.007443061085482,21.0669798265113,0.0,0.0
56.0,5.901062823399597e-05,0.0,20.884158044970057,14.767329772969918,19.434898954905336,0.0,0.0
57.0,6.47359922022225e-05,0.0,19.037126711860825,13.46128139226435,17.716042621400057,0.0,0.0
58.0,7.240139379908754e-05,0.0,17.021596155891626,12.036086068449837,15.840380092346365,0.0,0.0
59.0,8.403885783313658e-05,0.0,14.664493522969002,10.369362812757585,13.646848928746218,0.0,0.0
60.0,0.00010906708743227719,0.0,11.299350843461076,7.989847604417262,10.515230799624284,0.0,0.0
